Code gare;Intitul̩ gare;Nombre plateformes;Segment DRG;UIC;Unit̩ gare;TVS;Code postal;Commune;D̩partement - Commune;D̩partement;R̩gion;Agence G&C;R̩gion SNCF;Niveau de service;Longitude WGS 84;Latitude WGS 84;Date fin validit̩ gare
2719;Gandrange - Amn̩ville;1;c;87191742;;GDG;57175;Amn̩ville;57-019;Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.1358897;49.2608222;
2720;Rombas - Clouange;1;c;87191734;;RBS;57120;Rombas;57-591;Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.0990538;49.2560553;
2721;Moyeuvre-Grande;1;c;87191718;;MGK;57250;Moyeuvre-Grande;57-491;Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.043226;49.246713;
2722;Joeuf;1;c;87191700;;JOF;54240;J��uf;54-280;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.0177021;49.2250083;
2723;Hom̩court;1;c;87191692;;HOM;54310;Hom̩court;54-263;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;5.9991714;49.2182988;
2724;Aubou̩;1;c;87191684;;ABE;54580;Aubou̩;54-028;Meurthe-et-Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;5.9714608;49.216163;
2725;Apach;1;c;87191643;;APJ;57480;Apach;57-026;Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.3500923;49.4439732;
2726;Sierck-les-Bains;1;c;87191635;;SIK;57480;Sierck-les-Bains;57-650;Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.3500946;49.4440155;
2727;Malling;1;c;87191627;;MKG;57480;Malling;57-437;Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.302207;49.42152;
2728;Koenigsmacker;1;c;87191619;;KER;57110;K��nigsmacker;57-370;Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.2735503;49.3965538;
2729;Basse-Ham;1;c;87191601;;BHD;57110;Basse-Ham;57-287;Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.2348709;49.3805708;
2730;Freistroff;1;c;87191395;;FRF;57320;Freistroff;57-235;Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.4926709;49.2780593;
2731;Anzeling;1;c;87191387;;AZG;57320;Anzeling;57-025;Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.4602649;49.2620718;
2732;��bersviller;1;c;87191379;;EBR;57320;��bersviller;57-186;Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.4111622;49.2747715;
2733;Hombourg-Budange;1;c;87191353;;HBX;57920;Hombourg-Budange;57-331;Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.3507488;49.2823957;
2734;K̩dange;1;c;87191346;;KDG;57920;K̩dange-sur-Canner;57-358;Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.3324034;49.3056643;
2735;Metzervisse;1;c;87191338;;MZV;57940;Metzervisse;57-465;Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.2838554;49.3179579;
2736;Distroff;1;c;87191320;;DIS;57134;Distroff;57-179;Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.2603013;49.3352322;
2737;Kuntzig;1;c;87191312;;KZG;57110;Kuntzig;57-372;Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.2345596;49.349918;
2738;Yutz;1;c;87191304;;YUT;57110;Yutz;57-757;Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.2093949;49.361354;
2739;Hayange;1;c;87191239;;HAY;57700;Hayange;57-306;Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.07245;49.33053;
2740;Hettange-Grande;1;b;87191163;;HET;57330;Hettange-Grande;57-323;Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.1566738;49.4076754;
2741;Uckange;1;b;87191130;;UCK;57270;Uckange;57-683;Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.1567735;49.3032605;
2742;Hagondange;1;b;87191114;;HGD;57300;Hagondange;57-283;Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.16448;49.25356;
2743;Maizi̬res-l̬s-Metz;1;b;87191106;;MMZ;57210;Maizi̬res-l̬s-Metz;57-433;Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.1588762;49.2155349;
2744;Walygator parc;1;c;87191098;;WAB;57433;Maizi̬res-l̬s-Metz;57-433;Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;6.15946;49.22492;
2745;Thionville;1;a;87191007;;THL;57100;Thionville;57-672;Moselle;Lorraine;AG Est-Europ̩en;REGION LORRAINE;2; 6.169543;49.353931;
2746;Aillevillers;1;c;87185629;;AIP;70320;Corbenay;70-171;Haute-Sa̫ne;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;6.3372988;47.9138876;
2747;Luxeuil-les-Bains;1;c;87185595;;LXL;70300;Luxeuil-les-Bains;70-311;Haute-Sa̫ne;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;6.3726593;47.8148606;
2748;Champagney;1;c;87185348;;CPY;70290;Champagney;70-120;Haute-Sa̫ne;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;6.7012773;47.7031399;
2749;Ronchamp;1;c;87185314;;RCP;70250;Ronchamp;70-451;Haute-Sa̫ne;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;6.6232791;47.6990308;
2750;Lure;1;b;87185249;;LUR;70200;Lure;70-310;Haute-Sa̫ne;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;6.4925787;47.683269;
2751;Vesoul;1;b;87185009;;VES;70000;Vesoul;70-550;Haute-Sa̫ne;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;6.151926;47.6177734;
2752;Clerval;1;c;87184622;;CVL;25340;Clerval;25-156;Doubs;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION ALSACE;1;6.4920574;47.3966577;
2753;L'Isle-sur-le-Doubs;1;b;87184572;;ISD;25250;Isle-sur-le-Doubs;25-315;Doubs;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION ALSACE;1;6.5812614;47.4473777;
2754;Colombier-Fontaine;1;c;87184556;;CFT;25260;Colombier-Fontaine;25-159;Doubs;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION ALSACE;1;6.6890071;47.4554849;
2755;Voujeaucourt;1;c;87184531;;VJT;25420;Voujeaucourt;25-632;Doubs;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION ALSACE;1;6.7699667;47.4789729;
2756;Montb̩liard;1;b;87184523;;MBD;25200;Montb̩liard;25-388;Doubs;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION ALSACE;2;6.8013763;47.5105086;
2757;H̩ricourt;1;b;87184507;;HCT;70400;H̩ricourt;70-285;Haute-Sa̫ne;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION ALSACE;1;6.7691977;47.5729701;
2758;Montreux-Vieux;1;c;87184275;;MVX;68210;Montreux-Vieux;68-215;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.0253947;47.6178576;
2759;Petit-Croix;1;c;87184267;;PZC;90130;Petit-Croix;90-077;Territoire de Belfort;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION ALSACE;1;6.9947414;47.6101045;
2760;Ch̬vremont;1;c;87184259;;CMF;90340;Ch̬vremont;90-026;Territoire de Belfort;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION ALSACE;1;6.9214733;47.6216292;
2761;Trois Ch̻nes;1;c;87184242;;TCS;90000;Belfort;90-010;Territoire de Belfort;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION ALSACE;1;6.8462281;47.6480822;
2762;Bas ��vette;1;c;87184200;;BEV;90350;��vette-Salbert;90-042;Territoire de Belfort;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION ALSACE;1;6.8068494;47.6810089;
2763;Belfort;1;a;87184002;;BFT;90000;Belfort;90-010;Territoire de Belfort;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION ALSACE;2; 6.853956;47.633284;
2764;Thann Saint-Jacques;1;b;87182881;;THD;68800;Thann;68-334;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.0938473;47.8133155;
2765;Bantzenheim;1;c;87182840;;;68490;Bantzenheim;68-020;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.5038675;47.8109675;
2767;Metzeral;1;c;87182816;;MZL;68380;Metzeral;68-204;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.0733383;48.0133301;
2768;Muhlbach-sur-Munster;1;c;87182733;;MHK;68380;Muhlbach-sur-Munster;68-223;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.0875666;48.0246077;
2769;Merxheim;1;c;87182725;;MXH;68500;Merxheim;68-203;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.3022795;47.9126413;
2770;Raedersheim;1;c;87182717;;RHM;68190;Raedersheim;68-260;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.2840467;47.8869059;
2771;Bollwiller;1;b;87182709;;BOW;68540;Bollwiller;68-043;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.2672555;47.8569694;
2772;Staffelfelden;1;c;87182691;;TFE;68850;Staffelfelden;68-321;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.2651657;47.8279612;
2775;Lutterbach;2;c;87182667;;LUT;68460;Lutterbach;68-195;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.276994;47.7582136;
2775;Lutterbach;2;c;87534000;;LUT;68460;Lutterbach;68-195;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.276994;47.7582136;
2776;Breitenbach;1;c;87182659;;BHH;68380;Breitenbach-Haut-Rhin;68-051;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.1040522;48.0285326;
2777;Kruth;1;c;87182642;;KRD;68820;Kruth;68-171;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;6.9690938;47.92396;
2778;Oderen;1;c;87182634;;ODE;68830;Oderen;68-247;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;6.9734829;47.9118756;
2779;Fellering;1;c;87182626;;FRG;68470;Fellering;68-089;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;6.9871347;47.8975893;
2780;Wesserling;1;c;87182618;;WES;68470;Fellering;68-089;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;6.997519;47.8899651;
2781;Saint-Amarin;1;c;87182600;;XAR;68550;Saint-Amarin;68-292;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.0287447;47.8728596;
2782;Moosch;1;c;87182592;;MWH;68690;Moosch;68-217;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.0507631;47.8607454;
2783;Willer-sur-Thur;1;c;87182584;;WIL;68760;Willer-sur-Thur;68-372;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.0693196;47.8425494;
2784;Bitschwiller;1;c;87182576;;BWP;68620;Bitschwiller-l̬s-Thann;68-040;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.078514;47.8273719;
2785;Thann;1;b;87182568;;THA;68800;Thann;68-334;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.1069795;47.8088208;
2786;Vieux-Thann;1;b;87182550;;VXT;68800;Vieux-Thann;68-348;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.1194904;47.8058505;
2787;Luttenbach-pr̬s-Munster;1;c;87182543;;LFZ;68140;Luttenbach-pr̬s-Munster;68-193;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.1186307;48.0352559;
2788;Cernay;1;b;87182410;;CEF;68700;Cernay;68-063;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;;;
2789;Ranspach;1;c;87182402;;;68470;Ranspach;68-262;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.0123184;47.8815954;
2790;Munster;1;b;87182394;;MUT;68140;Munster;68-226;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.1341728;48.0383438;
2791;Gunsbach - Griesbach;1;c;87182386;;GSB;68140;Griesbach-au-Val;68-109;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.1748407;48.0414908;
2792;Wihr-au-Val - Soultzbach;1;c;87182378;;WIH;68230;Wihr-au-Val;68-368;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.2095351;48.0460522;
2793;Walbach;1;c;87182360;;WAH;68230;Walbach;68-354;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.2334758;48.0580062;
2794;Turckheim;1;c;87182352;;TKM;68230;Turckheim;68-338;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.279466;48.0856288;
2795;Logelbach;1;c;87182345;;LOJ;68124;Wintzenheim;68-374;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.3206082;48.087299;
2796;Rouffach;1;b;87182337;;RAH;68250;Rouffach;68-287;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.312455;47.9602481;
2797;Herrlisheim-pr̬s-Colmar;1;c;87182329;;HRH;68420;Herrlisheim-pr̬s-Colmar;68-134;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.3206381;48.0166417;
2799;Dannemarie;1;c;87182253;;DAN;68210;Dannemarie;68-068;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.124907;47.6275771;
2800;Altkirch;1;b;87182238;;ALK;68130;Altkirch;68-004;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.2392493;47.6270174;
2801;Illfurth;1;c;87182204;;IFH;68720;Illfurth;68-152;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.2685712;47.6764322;
2802;Zillisheim;1;c;87182196;;ZIL;68720;Zillisheim;68-384;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.2945376;47.6943143;
2803;Saint-Louis;1;b;87182139;;STL;68300;Saint-Louis;68-297;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;2;7.5559882;47.5906094;
2804;Bartenheim;1;c;87182113;;BTK;68870;Bartenheim;68-021;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.4872561;47.6349313;
2805;Sierentz;1;b;87182105;;SEZ;68510;Sierentz;68-309;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.459142;47.656047;
2806;Habsheim;1;b;87182089;;HAB;68440;Habsheim;68-118;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.417979;47.737691;
2807;Rixheim;1;b;87182071;;RHE;68170;Rixheim;68-278;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.406404;47.748960;
2808;Mulhouse;1;a;87182063;;MSE;68053;Mulhouse;68-224;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;3; 7.342396;47.742224;
2809;Mulhouse Dornach;1;b;87182055;;MDQ;68200;Mulhouse;68-224;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.308477;47.747130;
2810;Colmar;1;a;87182014;;CMR;68000;Colmar;68-066;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;2;7.346967;48.073201;
2811;Saint-Gilles Lyc̩e Haut-Rhin;1;c;87181552;;GLL;68920;Wintzenheim;68-374;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.2609746;48.0758611;
2812;Vieux-Thann Zone Industrielle;1;c;87181289;;;68800;Vieux-Thann;68-348;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.1326428;47.8020615;
2813;Colmar Saint-Joseph;1;c;87181222;;CXJ;68000;Colmar;68-066;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.3453397;48.0816399;
2814;Graffenwald;1;c;87181131;;GFW;68700;Wittelsheim;68-375;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.2247908;47.7808232;
2817;Walheim;1;c;87181065;;WHM;68130;Walheim;68-356;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.2633202;47.6416406;
2818;Tagolsheim;1;c;87181057;;TGH;68720;Tagolsheim;68-332;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.2641437;47.6549682;
2819;Flaxlanden;1;c;87181040;;FXL;68720;Flaxlanden;68-093;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.3044703;47.6986924;
2821;Hasenrain;1;c;87181024;;HNR;68100;Mulhouse;68-224;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.3313559;47.736281;
2822;Saint-Louis la Chauss̩e;1;c;87181016;;SLU;68300;Saint-Louis;68-297;Haut-Rhin;Alsace;AG Est-Europ̩en;REGION ALSACE;1;7.5312095;47.6094781;
2823;Pagny-sur-Meuse;1;c;87175828;;PYM;55190;Pagny-sur-Meuse;55-398;Meuse;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;5.7336468;48.6965426;
2824;��tain;1;c;87175794;;ETM;55400;��tain;55-181;Meuse;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;5.6398079;49.2074907;
2825;Verdun;1;b;87175778;;VDN;55100;Verdun;55-545;Meuse;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;5.379701;49.165406;
2826;Clermont-en-Argonne;1;;87175737;;CTA;55120;Clermont-en-Argonne;55-117;Meuse;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;5.06506;49.10645;
2827;Les Islettes;1;;87175711;;ISL;55120;Islettes;55-253;Meuse;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;5.00184;49.10635;
2828;Commercy;1;b;87175257;;CCY;55200;Commercy;55-122;Meuse;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;5.588610;48.765749;
2829;L̩rouville;1;c;87175240;;;55200;L̩rouville;55-288;Meuse;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;5.5387053;48.7972181;
2832;Eurville;1;c;87175141;;EVE;52410;Eurville-Bienville;52-194;Haute-Marne;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;5.0449583;48.5828713;
2833;Bayard;1;c;87175133;;BYD;52170;Bayard-sur-Marne;52-265;Haute-Marne;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;5.0754439;48.5520296;
2834;Chevillon;1;c;87175117;;CIN;52170;Chevillon;52-123;Haute-Marne;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;5.1117843;48.5245505;
2835;Joinville;1;c;87175091;;JQI;52300;Joinville;52-250;Haute-Marne;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;5.143503;48.4442977;
2836;Fronville;1;c;87175075;;FST;52300;Fronville;52-212;Haute-Marne;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;5.1564405;48.4001829;
2837;Nan̤ois - Tronville;1;c;87175067;;NAE;55500;Nan̤ois-sur-Ornain;55-372;Meuse;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;5.2912016;48.7180423;
2838;Bar-le-Duc;1;b;87175042;;BLD;55000;Bar-le-Duc;55-029;Meuse;Lorraine;AG Est-Europ̩en;REGION LORRAINE;2;5.166822;48.773308;
2839;Revigny;1;c;87175018;;REV;55800;Revigny-sur-Ornain;55-427;Meuse;Lorraine;AG Est-Europ̩en;REGION LORRAINE;1;4.9855736;48.8240449;
2840;Saint-Dizier;1;b;87175000;;SDZ;52100;Saint-Dizier;52-448;Haute-Marne;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;4.947855;48.642404;
2841;Sainte-Menehould;1;;;;SMN;51800;Sainte-Menehould;51-507;Marne;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;4.9037635;49.0899635;
2843;Saint-Hilaire-au-Temple;1;c;87174441;;SHT;51400;Saint-Hilaire-au-Temple;51-485;Marne;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;4.37967;49.05593;
2844;Bouy;1;c;87174433;;BYW;51400;Bouy;51-078;Marne;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;4.35292;49.09131;
2845;Mourmelon-le-Petit;1;c;87174409;;MLP;51400;Mourmelon-le-Petit;51-389;Marne;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;4.3180982;49.1313076;
2847;Vitry-le-Fran̤ois;1;b;87174276;;VYF;51300;Vitry-le-Fran̤ois;51-649;Marne;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;2;4.587581;48.718142;
2848;Ch̢lons-en-Champagne;1;b;87174003;;CMP;51000;Ch̢lons-en-Champagne;51-108;Marne;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;2;4.348656;48.955252;
2849;F̩pin;1;c;87172874;;FEP;8170;F̩pin;08-166;Ardennes;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;4.7266156;50.0234644;
2850;Anchamps;1;c;87172858;;ACP;8500;Anchamps;08-011;Ardennes;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;4.6702434;49.9307448;
2851;Liart;1;c;87172544;;LIR;8290;Liart;08-254;Ardennes;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;4.3355138;49.7700597;
2852;Carignan;1;c;87172353;;CAG;8110;Carignan;08-090;Ardennes;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;5.1684754;49.6285736;
2853;Rethel;1;b;87172270;;RTL;8300;Rethel;08-362;Ardennes;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;4.369566;49.504393;
2854;Amagne - Lucquy;1;c;87172262;;AMA;8300;Coucy;08-133;Ardennes;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;4.4738775;49.5238187;
2855;Sedan;1;b;87172254;;SED;8200;Sedan;08-409;Ardennes;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;2;4.930373;49.695024;
2856;Donchery;1;c;87172239;;DEY;8350;Donchery;08-142;Ardennes;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;4.8747529;49.6981267;
2857;Vrigne-Meuse;1;c;87172221;;VRM;8350;Vrigne-Meuse;08-492;Ardennes;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;4.8438063;49.7010822;
2858;Nouvion-sur-Meuse;1;c;87172213;;NSM;8160;Nouvion-sur-Meuse;08-327;Ardennes;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;4.794973;49.6973135;
2860;Lumes;1;c;87172189;;LUQ;8440;Lumes;08-263;Ardennes;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;4.7833571;49.7327973;
2861;Poix-Terron;1;c;87172171;;PIX;8430;Poix-Terron;08-341;Ardennes;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;4.6365346;49.6500011;
2862;Mohon;1;c;87172155;;MNH;8000;Charleville-M̩zi̬res;08-105;Ardennes;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;4.73313;49.752584;
2863;Givet;1;b;87172130;;GVT;8600;Givet;08-190;Ardennes;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;4.81798595;50.14025067;
2864;Aubrives;1;c;87172122;;ARI;8320;Aubrives;08-028;Ardennes;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;4.7616512;50.1044507;
2865;Vireux-Molhain;1;c;87172114;;VRX;8320;Vireux-Molhain;08-486;Ardennes;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;4.7233909;50.0827968;
2866;Haybes;1;c;87172106;;HYM;8170;Haybes;08-222;Ardennes;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;4.7045378;50.0116888;
2867;Fumay;1;b;87172098;;FUY;8170;Fumay;08-185;Ardennes;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;4.692600;49.986048;
2868;Revin;1;b;87172080;;RVI;8500;Revin;08-363;Ardennes;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;4.642536;49.938756;
2869;Laifour;1;c;87172072;;LFU;8800;Laifour;08-242;Ardennes;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;4.6923484;49.911256;
2870;Deville;1;c;87172064;;DVI;8800;Deville;08-139;Ardennes;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;4.7072062;49.8796028;
2871;Montherm̩;1;b;87172056;;MME;8800;Montherm̩;08-302;Ardennes;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;4.740530;49.865621;
2872;Bogny-sur-Meuse;1;c;87172049;;BYU;8120;Bogny-sur-Meuse;08-081;Ardennes;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;4.7632317;49.8583117;
2873;Joigny-sur-Meuse;1;c;87172031;;JGY;8700;Joigny-sur-Meuse;08-237;Ardennes;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;4.7672389;49.8336807;
2874;Nouzonville;1;c;87172023;;NOU;8700;Nouzonville;08-328;Ardennes;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;1;4.7428155;49.8120125;
2875;Charleville-M̩zi̬res;1;a;87172007;;CMZ;8000;Charleville-M̩zi̬res;08-105;Ardennes;Champagne-Ardenne;AG Est-Europ̩en;REGION CHAMPAGNE-ARDENNE;2; 4.724952;49.767915;
2876;Champagne-Ardenne TGV;1;a;87171926;;CGV;51430;Bezannes;51-058;Marne;Champagne-Ardenne;AG Est-Europ̩en;REGION LORRAINE;2; 3.994632;49.214806;
